"Unit Type:","PicoCount 2500 V2.41"
"Serial Number:","24071597"
"ID:",""
"Location:","6001 32nd Ave N"
"Comments:","Basset Creek Park"
"Dwell:","90 ms"
"Measurements:","English"
"Start Date:","09/2/2025"
"Start Time:","00:00"
"Export Version:","Speed V2.10"
"Posted Speed:","30"
"Interval:","60 Min"
"Title:","Westbound Speeds"
"Date/Time","5-15 MPH","16-20 MPH","21-25 MPH","26-30 MPH","31-35 MPH","36-40 MPH","41-45 MPH","46-50 MPH","51-55 MPH","56-60 MPH","61-65 MPH","66-70 MPH","71-71 MPH","76-80 MPH","81-99 MPH","Total""Mean Speed","85th Percentile"
09/07/2025 21:00 - 21:59,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,8,24.1,31.8
09/07/2025 22:00 - 22:59,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,28.3,29.4
09/07/2025 23:00 - 23:59,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,26.5,42.0
09/08/2025 00:00 - 00:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
09/08/2025 01:00 - 01:59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,33.0,32.8
09/08/2025 02:00 - 02:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
09/08/2025 03:00 - 03:59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,33.0,32.8
09/08/2025 04:00 - 04:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
09/08/2025 05:00 - 05:59,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,28.0,31.3
09/08/2025 06:00 - 06:59,1,4,3,6,2,0,1,0,0,0,0,0,0,0,0,17,25.6,30.9
09/08/2025 07:00 - 07:59,3,3,4,8,4,0,0,0,0,0,0,0,0,0,0,22,24.6,31.3
09/08/2025 08:00 - 08:59,0,2,5,9,5,1,2,0,0,0,0,0,0,0,0,24,29.3,34.9
09/08/2025 09:00 - 09:59,1,2,1,8,4,3,0,0,0,0,0,0,0,0,0,19,28.8,35.4
09/08/2025 10:00 - 10:59,1,3,1,2,4,0,1,0,0,0,0,0,0,0,0,12,26.8,34.4
09/08/2025 11:00 - 11:59,4,0,2,5,1,0,0,0,0,0,0,0,0,0,0,12,22.0,29.7
09/08/2025 12:00 - 12:59,4,4,6,2,4,0,0,0,0,0,0,0,0,0,0,20,22.4,31.6
09/08/2025 13:00 - 13:59,0,0,3,10,9,0,0,0,0,0,0,0,0,0,0,22,29.8,33.9
09/08/2025 14:00 - 14:59,2,4,3,5,5,0,1,0,0,0,0,0,0,0,0,20,25.9,33.5
09/08/2025 15:00 - 15:59,1,5,1,7,3,1,0,0,0,0,0,0,0,0,0,18,25.7,32.3
09/08/2025 16:00 - 16:59,3,4,3,7,4,2,0,0,0,0,0,0,0,0,0,23,25.4,33.6
09/08/2025 17:00 - 17:59,3,9,5,6,5,1,0,0,0,0,0,0,0,0,0,29,23.8,32.2
09/08/2025 18:00 - 18:59,1,5,3,6,1,0,0,0,0,0,0,0,0,0,0,16,23.5,29.4
09/08/2025 19:00 - 19:59,3,2,9,6,3,1,0,0,0,0,0,0,0,0,0,24,24.5,30.8
09/08/2025 20:00 - 20:59,2,2,6,6,2,1,0,0,0,0,0,0,0,0,0,19,25.0,30.1
09/08/2025 21:00 - 21:59,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,28.0,31.3
