"Unit Type:","PicoCount 2500 V2.41"
"Serial Number:","24071597"
"ID:",""
"Location:","4825 Douglas Dr"
"Comments:","In front of Community Center"
"Dwell:","90 ms"
"Measurements:","English"
"Start Date:","07/22/2025"
"Start Time:","00:00"
"Export Version:","Speed V2.10"
"Posted Speed:","30"
"Interval:","60 Min"
"Title:","Northbound Speeds"
"Date/Time","5-15 MPH","16-20 MPH","21-25 MPH","26-30 MPH","31-35 MPH","36-40 MPH","41-45 MPH","46-50 MPH","51-55 MPH","56-60 MPH","61-65 MPH","66-70 MPH","71-71 MPH","76-80 MPH","81-99 MPH","Total""Mean Speed","85th Percentile"
07/26/2025 22:00 - 22:59,1,0,6,50,102,36,4,1,1,0,0,0,0,0,0,201,33.1,37.6
07/26/2025 23:00 - 23:59,0,1,0,15,31,22,3,0,0,0,0,0,0,0,0,72,34.2,39.1
07/27/2025 00:00 - 00:59,0,0,0,6,24,16,2,1,0,0,0,0,0,0,0,49,35.2,39.5
07/27/2025 01:00 - 01:59,0,0,0,1,6,5,1,2,0,0,0,0,0,0,0,15,37.4,42.3
07/27/2025 02:00 - 02:59,0,1,1,1,7,5,1,0,0,0,0,0,0,0,0,16,33.6,39.1
07/27/2025 03:00 - 03:59,0,1,1,0,5,3,1,1,0,0,0,0,0,0,0,12,34.5,39.5
07/27/2025 04:00 - 04:59,0,0,1,4,2,2,0,0,0,0,0,0,0,0,0,9,31.2,36.4
07/27/2025 05:00 - 05:59,0,0,0,1,5,7,3,0,0,1,0,0,0,0,0,17,38.4,42.6
07/27/2025 06:00 - 06:59,0,0,0,2,8,10,6,2,0,0,0,0,0,0,0,28,38.1,43.8
07/27/2025 07:00 - 07:59,2,4,3,6,23,16,5,1,0,0,0,0,0,0,0,60,33.1,39.9
07/27/2025 08:00 - 08:59,2,4,11,21,25,39,4,0,0,0,0,0,0,0,0,106,32.7,39.4
07/27/2025 09:00 - 09:59,2,2,6,11,47,34,13,2,0,0,0,0,0,0,0,117,34.7,40.6
07/27/2025 10:00 - 10:59,0,1,0,9,83,69,13,2,1,0,0,0,0,0,0,178,36.1,40.2
07/27/2025 11:00 - 11:59,1,1,0,7,123,90,10,2,0,0,0,0,0,0,0,234,35.7,39.7
07/27/2025 12:00 - 12:59,0,0,1,22,99,90,23,2,0,0,0,0,0,0,0,237,36.0,40.4
07/27/2025 13:00 - 13:59,1,0,2,23,99,64,20,5,1,0,0,0,0,0,0,215,35.6,40.5
07/27/2025 14:00 - 14:59,0,0,8,31,114,49,13,0,0,0,0,0,0,0,0,215,34.1,39.0
07/27/2025 15:00 - 15:59,0,2,4,27,97,99,11,3,0,1,0,0,0,0,0,244,35.4,39.9
07/27/2025 16:00 - 16:59,0,0,4,14,79,82,27,2,0,0,0,0,0,0,0,208,36.4,40.8
07/27/2025 17:00 - 17:59,0,0,0,22,89,87,11,0,0,0,0,0,0,0,0,209,35.6,39.8
07/27/2025 18:00 - 18:59,0,0,4,18,88,65,17,5,0,0,0,0,0,0,0,197,35.7,40.4
07/27/2025 19:00 - 19:59,1,1,2,22,51,49,8,0,1,0,0,0,0,0,0,135,34.8,39.8
07/27/2025 20:00 - 20:59,1,0,1,17,49,32,8,1,0,0,0,0,0,0,0,109,34.7,39.8
07/27/2025 21:00 - 21:59,0,0,1,10,46,20,2,1,0,0,0,0,0,0,0,80,34.4,38.6
07/27/2025 22:00 - 22:59,0,1,3,15,34,16,3,1,0,0,0,0,0,0,0,73,33.5,38.7
07/27/2025 23:00 - 23:59,0,0,1,6,18,10,3,0,1,0,0,0,0,0,0,39,35.0,39.8
07/28/2025 00:00 - 00:59,0,0,0,2,8,7,4,0,0,0,0,0,0,0,0,21,36.6,41.4
07/28/2025 01:00 - 01:59,0,0,1,0,4,3,0,1,0,0,0,0,0,0,0,9,35.6,39.6
07/28/2025 02:00 - 02:59,0,0,0,1,5,5,1,1,0,0,0,0,0,0,0,13,36.8,38.8
07/28/2025 03:00 - 03:59,0,0,0,2,4,2,1,1,1,0,0,0,0,0,0,11,37.5,45.3
07/28/2025 04:00 - 04:59,0,0,0,5,8,4,3,2,1,0,0,0,0,0,0,23,36.7,44.4
07/28/2025 05:00 - 05:59,0,1,0,6,20,18,3,0,0,0,0,0,0,0,0,48,35.0,39.7
