"Unit Type:","PicoCount 2500 V2.41"
"Serial Number:","24071597"
"ID:",""
"Location:","4848 Nevada Ave N"
"Comments:",""
"Dwell:","90 ms"
"Measurements:","English"
"Start Date:","06/24/2025"
"Start Time:","00:00"
"Export Version:","Speed V2.10"
"Posted Speed:","30"
"Interval:","60 Min"
"Title:","Total Speeds"
"Date/Time","5-15 MPH","16-20 MPH","21-25 MPH","26-30 MPH","31-35 MPH","36-40 MPH","41-45 MPH","46-50 MPH","51-55 MPH","56-60 MPH","61-65 MPH","66-70 MPH","71-71 MPH","76-80 MPH","81-99 MPH","Total""Mean Speed","85th Percentile"
06/29/2025 11:00 - 11:59,2,31,11,0,0,0,0,0,0,0,0,0,0,0,0,44,19.4,22.8
06/29/2025 12:00 - 12:59,2,21,12,0,0,0,0,0,0,0,0,0,0,0,0,35,19.7,23.6
06/29/2025 13:00 - 13:59,3,37,16,0,0,0,0,0,0,0,0,0,0,0,0,56,19.5,23.2
06/29/2025 14:00 - 14:59,8,31,17,0,0,0,0,0,0,0,0,0,0,0,0,56,18.9,23.4
06/29/2025 15:00 - 15:59,3,26,6,0,0,0,0,0,0,0,0,0,0,0,0,35,18.7,21.2
06/29/2025 16:00 - 16:59,3,39,17,0,0,0,0,0,0,0,0,0,0,0,0,59,19.5,23.3
06/29/2025 17:00 - 17:59,5,25,8,1,0,0,0,0,0,0,0,0,0,0,0,39,18.7,22.7
06/29/2025 18:00 - 18:59,6,22,12,0,0,0,0,0,0,0,0,0,0,0,0,40,18.8,23.3
06/29/2025 19:00 - 19:59,5,16,11,0,0,0,0,0,0,0,0,0,0,0,0,32,18.9,23.6
06/29/2025 20:00 - 20:59,2,18,10,0,0,0,0,0,0,0,0,0,0,0,0,30,19.6,23.5
06/29/2025 21:00 - 21:59,2,17,8,0,0,0,0,0,0,0,0,0,0,0,0,27,19.4,23.2
06/29/2025 22:00 - 22:59,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,15,20.1,23.3
06/29/2025 23:00 - 23:59,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18.5,19.9
06/30/2025 00:00 - 00:59,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,6,19.2,19.0
06/30/2025 01:00 - 01:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
06/30/2025 02:00 - 02:59,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,20.4,22.9
06/30/2025 03:00 - 03:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
06/30/2025 04:00 - 04:59,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15.7,18.6
06/30/2025 05:00 - 05:59,3,12,4,0,0,0,0,0,0,0,0,0,0,0,0,19,18.3,21.8
06/30/2025 06:00 - 06:59,1,15,5,0,0,0,0,0,0,0,0,0,0,0,0,21,19.2,22.4
06/30/2025 07:00 - 07:59,1,24,6,0,0,0,0,0,0,0,0,0,0,0,0,31,19.2,21.7
06/30/2025 08:00 - 08:59,2,22,9,0,0,0,0,0,0,0,0,0,0,0,0,33,19.4,23.0
06/30/2025 09:00 - 09:59,3,37,7,1,0,0,0,0,0,0,0,0,0,0,0,48,18.9,21.2
06/30/2025 10:00 - 10:59,2,18,5,1,0,0,0,0,0,0,0,0,0,0,0,26,19.2,22.6
06/30/2025 11:00 - 11:59,4,28,7,0,0,0,0,0,0,0,0,0,0,0,0,39,18.6,21.5
06/30/2025 12:00 - 12:59,3,23,24,0,0,0,0,0,0,0,0,0,0,0,0,50,20.4,24.3
06/30/2025 13:00 - 13:59,0,29,11,1,0,0,0,0,0,0,0,0,0,0,0,41,20.0,23.4
06/30/2025 14:00 - 14:59,8,42,12,0,0,0,0,0,0,0,0,0,0,0,0,62,18.4,21.9
06/30/2025 15:00 - 15:59,7,36,18,2,0,0,0,0,0,0,0,0,0,0,0,63,19.3,23.8
06/30/2025 16:00 - 16:59,5,33,19,0,0,0,0,0,0,0,0,0,0,0,0,57,19.4,23.6
06/30/2025 17:00 - 17:59,5,40,15,0,0,0,0,0,0,0,0,0,0,0,0,60,19.1,22.8
06/30/2025 18:00 - 18:59,4,23,8,1,0,0,0,0,0,0,0,0,0,0,0,36,19.0,22.9
06/30/2025 19:00 - 19:59,6,28,10,0,0,0,0,0,0,0,0,0,0,0,0,44,18.5,22.5
06/30/2025 20:00 - 20:59,5,15,6,0,0,0,0,0,0,0,0,0,0,0,0,26,18.1,22.3
06/30/2025 21:00 - 21:59,4,17,7,0,0,0,0,0,0,0,0,0,0,0,0,28,18.6,22.6
06/30/2025 22:00 - 22:59,3,13,3,0,0,0,0,0,0,0,0,0,0,0,0,19,17.9,20.4
06/30/2025 23:00 - 23:59,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,11,19.8,22.4
07/01/2025 00:00 - 00:59,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,8,19.3,23.2
07/01/2025 01:00 - 01:59,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18.5,19.0
07/01/2025 02:00 - 02:59,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,21.7,23.6
